date,exdate,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,index_flag,issuer,div_convention,exercise_style,am_set_flag
31/08/2022,18/11/2022,C,180000,1.72,1.74,491,26620,0.275888,0.170073,0.012554,18.50359,-12.51271,144543777,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,185000,1.07,1.08,3982,23839,0.271061,0.116904,0.009912,14.36621,-9.487185,144736732,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,190000,0.64,0.66,454,14390,0.267527,0.077443,0.007419,10.59243,-6.886449,144543778,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,195000,0.39,0.41,408,7351,0.267106,0.051104,0.005376,7.676544,-4.95461,144736733,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,200000,0.25,0.26,1185,13736,0.26938,0.034254,0.003857,5.548884,-3.602961,144543779,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,210000,0.1,0.11,64,8370,0.275092,0.015276,0.001914,2.822416,-1.854524,144543780,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,220000,0.06,0.07,64,2782,0.294423,0.00934,0.001167,1.84059,-1.289971,144543781,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,230000,0.03,0.04,20,2725,0.30636,0.00513,0.000661,1.087031,-0.788427,144543782,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,240000,0.02,0.03,0,1841,0.325333,0.003574,0.000451,0.782959,-0.604625,144543783,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,250000,0.01,0.04,16,3672,0.353172,0.003325,0.000389,0.734554,-0.613725,144543784,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,260000,0,0.02,2,1089,0.350015,0.001438,0.000184,0.344644,-0.284075,144543785,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,270000,0,0.02,0,1054,0.373689,0.001357,0.000163,0.326522,-0.287234,144543786,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,280000,0,0.02,0,1914,0.39633,0.001288,0.000147,0.310913,-0.290151,144543787,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,290000,0,0.02,0,878,0.418025,0.001229,0.000133,0.297366,-0.292859,144543788,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,300000,0,0.02,0,10827,0.438851,0.001177,0.000122,0.285625,-0.295382,144543789,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,50000,106,109.8,0,312,1.246898,0.988678,0.000329,2.13979,-7.650964,144543790,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,60000,96.35,99.8,0,229,1.107479,0.983916,0.000501,2.967364,-9.178947,144543791,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,70000,86.3,89.95,0,61,0.945566,0.981057,0.000674,3.405487,-9.30603,144543792,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,75000,81.2,85,0,58,0.859134,0.980775,0.000752,3.454954,-8.853839,147053326,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,80000,76.35,80.05,6,400,0.811876,0.977039,0.000924,3.988498,-9.642621,144543793,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,85000,71.35,74.85,0,422,0.716518,0.978974,0.000973,3.729932,-8.442709,144736734,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,90000,66.55,70.1,3,3081,0.703271,0.970557,0.001313,4.798471,-10.39263,144543794,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,C,95000,61.55,65.3,2,599,0.658457,0.965526,0.001596,5.58587,-11.03843,144736735,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,100000,0.29,0.3,99,8465,0.507317,-0.01994,0.001304,3.536306,-4.05066,144543795,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,105000,0.39,0.4,120,5414,0.483593,-0.026976,0.001764,4.555582,-4.966792,144736736,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,110000,0.53,0.55,239,6285,0.462757,-0.036916,0.002388,5.90642,-6.141458,144543796,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,115000,0.73,0.75,93,6574,0.443329,-0.050387,0.003205,7.585693,-7.540614,144736737,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,120000,1.01,1.03,354,10945,0.42559,-0.06867,0.004255,9.668217,-9.193361,144543797,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,125000,1.4,1.41,243,11688,0.409153,-0.092942,0.005564,12.14427,-11.06103,144736738,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,130000,1.91,1.94,648,15112,0.393642,-0.124424,0.007136,15.00371,-13.06221,144543798,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,135000,2.59,2.63,4208,14614,0.378462,-0.164146,0.00895,18.09086,-15.04486,144736739,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,140000,3.45,3.55,495,17407,0.363564,-0.213263,0.010957,21.25743,-16.85911,144543799,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,145000,4.6,4.7,306,11456,0.349219,-0.272729,0.013042,24.29144,-18.32223,144736740,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,150000,6.05,6.15,766,18975,0.334975,-0.342633,0.015055,26.84833,-19.19335,144543800,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,155000,7.85,7.95,5724,26334,0.320757,-0.422385,0.01678,28.57816,-19.24888,144736741,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,160000,10.05,10.15,940,24874,0.306642,-0.510494,0.017962,29.09086,-18.33465,144543801,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,165000,12.65,12.8,561,26824,0.292083,-0.604252,0.018378,28.08454,-16.35033,144736742,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,170000,15.7,15.95,837,41429,0.277751,-0.699577,0.01779,25.26869,-13.42583,144543802,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,175000,19.2,20.05,179,9687,0.274024,-0.780103,0.015873,21.42046,-10.73241,144736743,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,180000,23.1,24.35,105,3555,0.267195,-0.853229,0.013612,16.59161,-7.57352,144543803,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,185000,27,28.6,32,4146,0.211765,-0.981626,0.010385,2.490799,-0.63696,144736744,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,190000,31.35,33.45,149,1492,,,,,,144543804,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,195000,35.8,38.95,59,734,,,,,,144736745,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,200000,41.75,43,678,477,,,,,,144543805,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,210000,50.5,54.25,2,3,,,,,,144543806,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,220000,60.45,64.1,0,0,,,,,,144543807,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,230000,70.65,74.15,0,0,,,,,,144543808,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,240000,80.5,84.15,0,0,,,,,,144543809,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,250000,90.7,93.95,0,0,,,,,,144543810,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,260000,100.4,104.15,0,0,,,,,,144543811,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,270000,110.45,114.1,0,0,,,,,,144543812,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,280000,120.4,124.2,0,0,,,,,,144543813,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,290000,130.4,134.2,0,0,,,,,,144543814,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,300000,140.4,144.2,0,0,,,,,,144543815,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,50000,0,0.06,0,1535,0.891794,-0.001435,0.000072,0.34344,-0.700893,144543816,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,60000,0.02,0.04,100,2209,0.756072,-0.0017,0.000099,0.401248,-0.692162,144543817,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,70000,0.05,0.06,119,2197,0.683755,-0.00328,0.000199,0.727214,-1.132077,144543818,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,75000,0.07,0.08,8,878,0.652173,-0.004562,0.00028,0.976933,-1.449561,147053327,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,80000,0.09,0.1,6,3927,0.617167,-0.005972,0.000376,1.23927,-1.740942,144543819,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,85000,0.12,0.13,4,1440,0.586808,-0.008042,0.000514,1.618409,-2.148972,144736746,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,90000,0.16,0.18,243,2322,0.560658,-0.011086,0.000712,2.136218,-2.713711,144543820,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,18/11/2022,P,95000,0.22,0.23,186,2538,0.533749,-0.014935,0.000968,2.75915,-3.336389,144736747,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,100000,57.4,60.35,5,1127,0.556607,0.951804,0.002071,8.342937,-10.5784,147088047,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,105000,52.7,55.6,1,269,0.531992,0.940478,0.002568,9.89337,-11.71859,147088048,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,110000,47.95,50.9,0,306,0.50389,0.928081,0.003148,11.49606,-12.69469,147088049,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,115000,43.6,45.75,20,264,0.471249,0.914992,0.003829,13.06913,-13.40445,147088050,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,120000,39.05,40.3,125,828,0.419568,0.907537,0.004584,13.91462,-12.97799,147088051,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,125000,35.2,35.7,19,634,0.417488,0.875427,0.005729,17.3283,-15.32212,147088052,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,130000,31,31.6,12,792,0.408775,0.840442,0.006933,20.54771,-17.26045,147088053,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,135000,26.3,27.65,6,961,0.384373,0.806659,0.008338,23.20867,-18.13828,147088054,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,140000,22.55,23.25,8,2391,0.364607,0.763723,0.009888,26.12269,-19.08136,147088055,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,145000,18.8,19.9,128,6193,0.356442,0.708567,0.011268,29.11408,-20.37973,147088056,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,150000,15.7,16.05,188,3886,0.341649,0.648851,0.012716,31.4922,-20.85802,147088057,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,155000,12.7,12.95,72,5799,0.331012,0.581712,0.013829,33.1839,-21.02158,147088058,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,160000,9.9,10.1,894,25054,0.317324,0.509288,0.014739,33.90042,-20.38678,147088059,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,165000,7.5,7.65,253,16152,0.305097,0.433152,0.015123,33.43819,-19.16444,147088060,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,170000,5.5,5.65,830,41083,0.294651,0.356853,0.014853,31.72593,-17.41205,147088061,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,175000,3.9,4,733,32052,0.284619,0.283272,0.01396,28.78402,-15.16125,147088062,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,180000,2.67,2.76,3464,15043,0.276335,0.216814,0.012474,24.98059,-12.68802,147088063,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,185000,1.79,1.84,462,10070,0.269676,0.16023,0.010605,20.7017,-10.2144,147088064,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,190000,1.19,1.21,745,13332,0.26539,0.115558,0.00862,16.57192,-7.998461,147088065,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,195000,0.77,0.8,227,7528,0.26263,0.081613,0.006751,12.83253,-6.106823,147088066,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,200000,0.51,0.53,1134,11038,0.262031,0.057475,0.005164,9.809411,-4.630701,147088067,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,205000,0.34,0.36,102,8712,0.263009,0.040622,0.003899,7.439524,-3.509543,147088068,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,210000,0.23,0.25,66,2282,0.265114,0.028955,0.002929,5.623054,-2.670137,147088069,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,215000,0.16,0.18,11,2064,0.26859,0.021078,0.002215,4.310273,-2.066936,147088070,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,220000,0.11,0.13,67,625,0.271774,0.015274,0.001664,3.283573,-1.585553,147088071,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,225000,0.08,0.1,0,701,0.276874,0.011599,0.001288,2.579601,-1.27075,147088072,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,230000,0.07,0.08,19,5754,0.285158,0.009585,0.001059,2.191803,-1.106067,147088073,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,235000,0.05,0.07,1,368,0.291531,0.007676,0.000853,1.801362,-0.929004,147088074,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,240000,0.04,0.05,0,924,0.295394,0.005836,0.00066,1.418151,-0.737723,147088075,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,245000,0.03,0.06,0,867,0.308107,0.005626,0.000613,1.373202,-0.743596,147088076,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,250000,0.02,0.05,0,625,0.312266,0.004417,0.000488,1.103063,-0.60697,147088077,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,255000,0.01,0.05,0,187,0.319149,0.003762,0.000413,0.954259,-0.536661,147088078,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,260000,0.01,0.04,0,814,0.324797,0.003133,0.000344,0.811712,-0.46278,147088079,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,265000,0.01,0.07,0,181,0.351572,0.004503,0.000441,1.122235,-0.69261,147088080,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,270000,0,0.04,159,479,0.339462,0.002453,0.000264,0.649975,-0.387154,147088081,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,275000,0,0.04,100,83,0.349779,0.002389,0.000251,0.634492,-0.38919,147088082,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,280000,0,0.02,10,750,0.33924,0.001293,0.000148,0.362665,-0.215766,147088083,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,285000,0,0.04,95,588,0.369747,0.002276,0.000227,0.60697,-0.393037,147088084,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,290000,0,0.04,37,1283,0.379417,0.002225,0.000217,0.594704,-0.394858,147088085,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,30000,126.05,129.2,324,39,1.411207,0.994755,0.000127,1.295061,-3.97693,147088086,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,35000,121.05,124.2,19,45,1.260824,0.994615,0.000146,1.32029,-3.84457,147088087,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,40000,116.4,119.25,0,328,1.25219,0.990972,0.00023,2.054743,-5.57461,147088088,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,45000,111.4,114.3,0,222,1.146706,0.990121,0.000271,2.212055,-5.658759,147088089,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,50000,106.55,109.3,0,134,1.073446,0.98829,0.000335,2.547922,-6.154994,147088090,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,55000,101.55,104.4,0,35,0.996879,0.986785,0.000399,2.855463,-6.425038,147088091,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,60000,96.6,98.65,30,177,0.726156,0.995739,0.000195,1.004506,-2.993091,147088092,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,65000,91.55,94.5,7,32,0.846386,0.984555,0.000533,3.220495,-6.5226,147088093,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,70000,86.7,89.55,0,202,0.800224,0.98152,0.000655,3.770699,-7.117206,147088094,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,75000,81.95,84.55,10,333,0.760353,0.977589,0.00081,4.434119,-7.845406,147088095,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,80000,76.95,79.7,0,323,0.709814,0.974595,0.000961,4.914855,-8.172293,147088096,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,85000,72.1,74.85,2,135,0.674489,0.96933,0.001183,5.762585,-8.952613,147088097,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,90000,67.2,69.35,12,133,0.577506,0.973994,0.001189,4.95751,-7.377336,147088098,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,C,95000,62.2,65.15,0,402,0.586813,0.960127,0.001682,7.127524,-9.706799,147088099,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,100000,0.48,0.49,58,23231,0.477403,-0.028286,0.001598,5.512058,-4.356283,147088100,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,105000,0.64,0.65,37,7113,0.458321,-0.037669,0.002107,6.977737,-5.279582,147088101,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,110000,0.86,0.87,113,5097,0.441313,-0.050228,0.002761,8.819635,-6.390624,147088102,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,115000,1.13,1.15,179,3470,0.423726,-0.06592,0.003562,10.89274,-7.567421,147088103,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,120000,1.51,1.54,370,15698,0.408962,-0.086843,0.004553,13.44291,-8.96865,147088104,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,125000,2.01,2.03,411,7314,0.394551,-0.113004,0.005724,16.33151,-10.43542,147088105,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,130000,2.64,2.68,1129,4800,0.380868,-0.145511,0.007071,19.45787,-11.93172,147088106,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,135000,3.4,3.55,161,7479,0.367752,-0.185112,0.008567,22.67438,-13.36846,147088107,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,140000,4.45,4.55,252,9900,0.35509,-0.232388,0.010159,25.94784,-14.63314,147088108,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,145000,5.65,5.8,118,5030,0.341199,-0.287051,0.011811,28.95485,-15.51025,147088109,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,150000,7.2,7.35,1537,9795,0.329201,-0.350415,0.013347,31.47489,-16.05697,147088110,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,155000,9.05,9.2,437,10374,0.316784,-0.421074,0.014689,33.19794,-16.01959,147088111,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,160000,11.25,11.4,4192,26718,0.304491,-0.498059,0.015668,33.80643,-15.33825,147088112,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,165000,13.8,14.1,121,25229,0.293573,-0.578897,0.016067,33.12483,-14.05155,147088113,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,170000,16.8,17.05,174,31143,0.281264,-0.662019,0.015925,30.87061,-12.03892,147088114,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,175000,19.8,21,70,11121,0.272256,-0.740815,0.015006,27.26398,-9.753385,147088115,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,180000,23.55,24.9,3,11476,0.26213,-0.815736,0.013628,22.0971,-7.12412,147088116,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,185000,27.8,28.9,16,7526,0.247941,-0.889686,0.012013,15.82307,-4.218203,147088117,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,190000,32.15,33.8,11,3307,0.245519,-0.939648,0.010207,9.215379,-2.330972,147088118,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,195000,36.1,38.9,8,208,,,,,,147088119,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,200000,41.05,44.15,61,500,,,,,,147088120,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,205000,45.95,48.55,0,9,,,,,,147088121,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,210000,50.95,54.2,0,2,,,,,,147088122,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,215000,55.95,58.85,0,0,,,,,,147088123,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,220000,60.9,64.25,0,0,,,,,,147088124,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,225000,65.95,68.7,0,0,,,,,,147088125,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,230000,70.95,73.8,165,161,,,,,,147088126,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,235000,75.95,78.8,0,0,,,,,,147088127,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,240000,80.95,83.8,0,1,,,,,,147088128,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,245000,85.9,88.85,0,0,,,,,,147088129,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,250000,90.95,93.9,0,1,,,,,,147088130,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,255000,95.95,98.8,0,0,,,,,,147088131,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,260000,100.95,103.85,0,0,,,,,,147088132,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,265000,105.95,108.75,0,0,,,,,,147088133,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,270000,110.95,114.15,0,0,,,,,,147088134,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,275000,115.95,118.8,0,0,,,,,,147088135,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,280000,120.95,123.85,0,0,,,,,,147088136,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,285000,126.05,128.65,0,0,,,,,,147088137,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,290000,130.95,133.8,0,0,,,,,,147088138,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,30000,0,0.01,8,1642,0.942681,-0.00022,0.00001,0.070465,-0.112277,147088139,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,35000,0,0.05,6,1309,0.980499,-0.000935,0.000038,0.270284,-0.447257,147088140,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,40000,0.01,0.02,817,1014,0.854889,-0.000675,0.000032,0.200071,-0.288362,147088141,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,45000,0.01,0.05,5,2579,0.835448,-0.001311,0.000061,0.368054,-0.518171,147088142,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,50000,0.01,0.05,0,1345,0.767824,-0.001432,0.000072,0.399019,-0.515458,147088143,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,55000,0.03,0.04,210,1292,0.717718,-0.001769,0.000093,0.485424,-0.583364,147088144,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,60000,0.05,0.06,11,609,0.693419,-0.002773,0.000145,0.726896,-0.845981,147088145,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,65000,0.07,0.08,6,1980,0.661976,-0.003858,0.000204,0.979743,-1.085441,147088146,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,70000,0.1,0.11,206,1620,0.63547,-0.005458,0.00029,1.331558,-1.418136,147088147,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,75000,0.13,0.14,3,643,0.604611,-0.007201,0.000389,1.710095,-1.721116,147088148,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,80000,0.17,0.18,5,1989,0.576422,-0.009538,0.000522,2.180318,-2.096285,147088149,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,85000,0.22,0.23,3,1296,0.549292,-0.012527,0.000695,2.769984,-2.526937,147088150,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,90000,0.28,0.29,42,2352,0.522472,-0.016237,0.000913,3.444928,-2.998875,147088151,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,16/12/2022,P,95000,0.37,0.38,8,1505,0.500067,-0.021591,0.001216,4.409938,-3.648352,147088152,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,20/01/2023,C,100000,59,60.6,2,15647,0.541823,0.936668,0.002297,11.96132,-10.99372,135977491,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,20/01/2023,C,105000,53.85,56,0,2676,0.500444,0.929534,0.002706,13.02803,-11.15041,135977492,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,20/01/2023,C,110000,49.25,51.3,1,7542,0.475567,0.915963,0.003264,14.91238,-11.97617,135977493,1,0,100,0,,,0,APPLE INC,,A,
31/08/2022,20/01/2023,C,115000,45,46.25,4,8532,0.44847,0.900966,0.003919,16.88618,-12.66188,135977494,1,0,100,0,,,0,APPLE INC,,A,
